id,truckstop_id,truckstop_name,address,city,state,rack_id,retail_price,latitude,longitude
5080,69217,Circle K #4705624,"I-76, EXIT 2 & US-224",Seville,OH,249,3.066,41.010077,-81.8622222
5083,69220,CIRCLE K #2705097,"I-275, EXIT 2 & US-41",Palmetto,FL,225,3.699,27.5453831,-82.5656522
5084,69221,PILOT TRAVEL CENTER #483,"I-80, EXIT 112 & SR-47",Morris,IL,290,3.799,41.3574135,-88.4215234
5085,69222,PILOT TRAVEL CENTERS #1003,US-287 & US-283,Childress,TX,585,3.799,34.4416298,-100.2485225
5086,69223,LOVES TRAVEL STOP #566,"US-231/CR-53, EXIT 12",Ozark,AL,20,3.989,31.4584764,-85.6405865
5087,69226,STRIPES #40812,US-77,Odem,TX,625,3.199,27.9459996,-97.5862361
5088,69228,QUIKTRIP #993,"I-20, EXIT 501 & SR-34",Terrell,TX,630,2.871,32.7359626,-96.2752569
5089,69229,SPEEDWAY #7154,"I-40, EXIT 87 & US-70",Jackson,TN,460,3.399,35.6570613,-88.870895
5090,69230,JOES KWIK MARTS #6013,SR-16 & SR-73,Denver,NC,46,3.189,35.5312452,-81.0297994
5091,69233,PILOT TRAVEL CENTER #597,US-23 & US-50,Chillicothe,OH,315,3.799,39.349627,-83.048678
5092,69234,KWIK TRIP #220,US-53/SR-194,Duluth,MN,334,3.499,46.7678146,-92.1264721
5094,69236,KWIK TRIP #225,SR-54/SR-55,Seymour,WI,582,3.391,44.5116077,-88.3301906
5095,69237,KWIK TRIP #239,"I-43, EXIT 50 & SR-164",Big Bend,WI,444,3.332,42.8814034,-88.2067573
5096,69238,KWIK TRIP #242,"US-41, EXIT 97",Fond Du Lac,WI,444,3.341,43.7748763,-88.4458033
5097,69239,LOVES TRAVEL STOP #580,SR-20/157 & SR-133,Tuscumbia,AL,615,3.849,34.7318811,-87.7028627
5098,69245,SPEEDWAY #7946,SR-24,Newport,NC,205,3.699,34.7865497,-76.8591057
5099,69250,MAVERIK #5150,"I-25, EXIT 278 & SR-1",Wellington,CO,800,3.199,40.41677,-116.123963
5100,69252,SPEEDWAY #6977,SR-96,Youngsville,NC,205,2.952,36.0247769,-78.4767034
5101,69255,THE LANDING,US-82,Greenwood,MS,655,3.199,33.5101705,-90.1485175
5102,69257,CATARINA ONE STOP,US-83,Catarina,TX,693,3.024,28.3432692,-99.6143841
5104,69259,SPEEDWAY #7162,US-74/SR-311,Cleveland,TN,285,3.449,35.1426006,-84.9217957
5105,69261,THORNTONS #314,SR-83,Bensenville,IL,290,3.449,41.9538384,-87.9431781
5108,69263,LOVES TRAVEL STOP #564,US-82 & SR-50 & SR-12,Columbus,MS,615,3.249,33.4956744,-88.4272627
5109,69288,KWIK STAR #207,"US-61, EXIT 311B & US-30",De Witt,IA,270,3.624,41.8242643,-90.538127
5110,69289,KWIK TRIP #224,"I-35, EXIT 254",Duluth,MN,334,3.499,46.7891687,-92.1067697
5111,69290,LOVES TRAVEL STOP #587,"I-41/US-45, EXIT 97",Fond Du Lac,WI,444,3.446,43.7748763,-88.4458033
5112,69291,LOVES TRAVEL STOP #581,"I-70, EXIT 56 & US-89",Salina,UT,835,3.706,38.9562695,-111.8600482
5113,69294,KWIK TRIP #317,"I-90, EXIT 28 & SR-16",Sparta,WI,515,3.242,43.937387,-90.819373
5114,69295,FLYING J #864,HWY 11 S & RAILWAY ST,Davidson,SK,550,4.900,40.6055634,-73.9843656
5121,69297,KWIK TRIP #241,"US-51, EXIT 208 & SR-64",Merrill,WI,395,3.407,45.180522,-89.683459
5122,69299,SPEEDWAY #7912,US-421/SR-16,Wilkesboro,NC,65,3.134,36.1350233,-81.1497756
5123,69300,SPEEDWAY #8262,SR-306 & SR-55,Grantsboro,NC,205,3.441,35.1406429,-76.84246
5124,69301,SPEEDWAY #6969,US-264 & SR-99,Belhaven,NC,205,3.197,35.5619113,-76.641861
5125,69305,ROAD RANGER #268,"I-64, EXIT 130 & SR-1",Grayville,IL,340,3.799,38.257547,-87.9936436
5126,69306,PILOT TRAVEL CENTER #500,"I-75, EXIT 460 & SR-6",Jasper,FL,10,3.369,30.5182727,-82.94819
5127,69307,LOVES TRAVEL STOP #578,I-55 EXIT 30 & SR-140,Hamel,IL,540,3.569,38.8889357,-89.845375
5131,69308,LOVES TRAVEL STOP #535,SR-283,Middletown,PA,70,3.759,40.643525,-75.322889
5133,69310,PILOT TRAVEL CENTER #1006,"I-10, EXIT 456 & US-377",Junction,TX,740,3.599,30.4893555,-99.7720109
5134,69311,GOLDEN GATE TRUCKSTOP HAWTHORNE,US-95/SR-362,Hawthorne,NV,966,4.079,38.5442683,-118.6449638
5135,69312,ONVO TRAVEL PLAZA - DUNCANNON,US-11/15,Duncannon,PA,70,3.552,40.3925567,-77.034358
5136,69313,PETERSONS DIESEL FUELING,"I-5, EXIT 156",Seattle,WA,962,4.399,47.673455,-122.331537
5137,69314,Circle K #4706799,"I-55, EXIT 283 & SR-43",Bridgeview,IL,291,3.919,41.7500323,-87.8042216
5138,69315,ROAD RANGER #269,"I-70, EXIT 147 & SR-1",Marshall,IL,510,3.449,39.3914252,-87.6936384
5141,69318,FUEL ONE,US-9 & SR-35,Avenel,NJ,115,3.372,40.5546888,-74.2919879
5142,69319,SPEEDWAY #8190,US-117/13 BYP S,Goldsboro,NC,205,3.599,35.388193,-78.008642
5143,69321,CIRCLE K #2741546,US-90,Gonzales,TX,747,2.876,29.5068721,-97.4496293
5144,69322,SHELL SERVICE STATION,"I-10, EXIT 828 & SR-73",Winnie,TX,610,3.232,29.8202205,-94.3840777
5145,69324,CIRCLE K #4707006,"I-95, EXIT 302 & US-1",Houlton,ME,170,3.899,46.1402184,-67.8425936
5146,69330,KWIK TRIP #292,"I-43, EXIT 183",Green Bay,WI,582,3.391,45.0297122,-87.4609382
5150,69336,SPEEDWAY #7148,"I-40, EXIT 232 & SR-109",Lebanon,TN,460,2.922,36.2079779,-86.2910945
5151,69338,SPEEDWAY #6139,US-30 & SR-13,Pierceton,IN,465,3.729,41.2023491,-85.7011983
5152,69339,SPEEDWAY #9383,"I-75, EXIT 29 & SR-63",Monroe,OH,300,3.202,39.4432691,-84.363365
5153,69341,CIRCLE K #2741067,"I-410/US-281, EXIT 41",San Antonio,TX,740,2.899,29.4246002,-98.4951405
5154,69342,WARREN OIL,"I-90, EXIT 3 & US-41 & SR-912",Hammond,IN,365,3.439,41.6173959,-87.5220108
5155,69344,CIRCLE K #2741078,SR-97 & SR-123,Stockdale,TX,747,3.079,29.2339501,-97.9607748
5156,69345,RUTTERS #20,"I-76, EXIT 247 & I-283, EXIT 1A",Middletown,PA,70,3.822,40.643525,-75.322889
5158,69353,SPEEDWAY #2910,"I-79, EXIT 55",Pittsburgh,PA,165,3.909,40.4406968,-80.0025666
5159,69354,CIRCLE K #4702411,US-36,Danville,IN,375,3.789,39.747807,-86.504061
5160,69359,PETRO-CANADA,TCH,Medicine Hat                            ,AB,50,4.092,40.831547,-77.842929
5166,69369,SPEEDWAY #2912,SR-65,Baden,PA,165,3.912,40.6350668,-80.2281159
5167,69374,7-ELEVEN #40558,SR-6 & CR-185,Woodway,TX,765,2.986,31.5059105,-97.2050856
5168,69377,CIRCLE K #4705628,SR-21 & SR-585,Barberton,OH,249,3.582,40.9910101,-81.6731443
5169,69379,Kum & Go #0535,US-6 & US-65,Des Moines,IA,320,2.987,41.506795,-93.574478
5170,69380,CASEYS #2967,SR-43 & SR-2,Bennet,NE,413,3.229,40.6790215,-96.5078002
5173,69384,KWIK TRIP #209,"US-41, EXIT 148 & SR-55",Kaukauna,WI,582,3.369,44.2780432,-88.2720503
5174,69390,MINIT MART #600625,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.399,40.7667015,-87.992262
5176,69392,LOVES TRAVEL STOP #600,"I-69, EXIT 214",Pendleton,IN,457,3.576,40.0024801,-85.745948
5177,69393,LOVES TRAVEL STOP #594,US-35 & SR-850,Bidwell,OH,315,3.849,38.8841239,-82.2967652
5178,69394,SPEEDWAY #3424,"I-75, EXIT 73 & SR-55",Troy,OH,411,3.136,40.0394982,-84.2032767
5179,69395,SPEEDWAY #3766,US-52,Indianapolis,IN,375,3.599,39.750641,-86.034376
5180,69396,SPEEDWAY #7158,"I-40, EXIT 320 & SR-98",Crossville,TN,460,3.072,35.949684,-85.0274835
5181,69397,SPEEDWAY #7163,"I-40/US-412, EXIT 85",Jackson,TN,460,3.349,35.6570613,-88.870895
5183,69399,SPEEDWAY #7147,"I-75, EXIT 49 & SR-30",Athens,TN,285,3.349,35.4428864,-84.5930113
5184,69400,CASEYS #4411,US-641 & SR-58,Benton,KY,490,3.199,36.8737357,-88.3464071
5186,69402,SHELL,"I-71, EXIT 151 & SR-95",Mount Gilead,OH,315,3.759,40.5492265,-82.8274015
5187,69403,SHORTYS ONE STOP,US-83/12/SR-20,Selby,SD,248,3.089,45.4811057,-100.0381688
5188,69405,FLYING J #551,"I-20, EXIT 330 & SR-206",Cisco                                   ,TX,575,3.142,32.3881293,-98.9793386
5189,69407,Cenex,US-14/CR-812 & US-83,Blunt                                   ,SD,571,3.102,44.5133911,-99.9847777
5190,69410,LOVES TRAVEL STOP #602,"I-90, EXIT 67B",Box Elder,SD,506,3.989,44.1333603,-103.0646025
5191,69412,CIRCLE K #4705724,US-127 & CR-144,Paulding,OH,411,3.699,41.1381051,-84.5805082
5192,69413,ASAP GENERAL STORE #300,"I-40, EXIT 66 & US-183",Clinton,OK,483,3.149,35.505003,-98.973886
5193,69414,FLEX MARKET,"I-65 EXIT20, US-31 W EXIT 4",Bowling Green                           ,KY,460,2.999,36.9929203,-86.4428677
5194,69416,CIRCLE K #2740541,HWY 90,Roans Prairie,TX,670,3.072,30.5836549,-95.943324
5195,69417,LOVLEN FOODS,US-58 & SR-615,Drewryville,VA,130,3.049,36.7157055,-77.3063603
5196,69421,CIRCLE K #2741257,"I-10, EXIT 19B",El Paso,TX,640,2.916,31.7601001,-106.4870476
5197,69423,FAST MARKET #4574,SR-375 & CR-258,El Paso,TX,640,2.906,31.7601001,-106.4870476
5199,69426,LOVES TRAVEL STOP #553,"I-40 E, EXIT 163",Williams,AZ,930,3.596,35.2508504,-112.187294
5200,69434,CIRCLE K #2741559,US-281 & SR-29,Burnet,TX,595,2.916,30.7064374,-98.249163
5201,69436,CIRCLE K #2741077,SR-97 & CR-433,Pleasanton                              ,TX,747,2.949,28.967194,-98.4786269
5202,69437,CountryMark,SR-66,Evansville                              ,IN,340,3.699,37.997498,-87.538058
5203,69438,LOVES TRAVEL STOP #585,"I-49/US-71, EXIT 27 & SR-86",Neosho,MO,277,3.397,36.8665201,-94.3701651
5204,69439,LOVES TRAVEL STOP #608,"I-135, EXIT 60 & US-56",Mcpherson,KS,570,3.324,38.3708415,-97.6642087
5205,69440,LOVES TRAVEL STOP #592,US-24 & SR-101,Woodburn,IN,370,3.849,41.1253271,-84.8532963
5206,69441,LOVES TRAVEL STOP #610,"I-20, EXIT 307 & US-283",Baird,TX,575,3.107,32.3946111,-99.3963478
5207,69442,Eagle #51,US-83 & FM-1917,Carrizo Springs,TX,740,3.279,28.5249088,-99.8616529
5209,69448,STRIPES #42525,"I-27/US-87, EXIT 2",Lubbock,TX,700,2.957,33.571862,-101.943235
5210,69451,LOVES TRAVEL STOP #603,I-95 EXIT 366 AT PECAN PARK RD,Jacksonville,FL,75,3.399,30.3262247,-81.6579179
5211,69452,DANDY MINI MART #5,HWY 6,Towanda,PA,32,3.999,41.795736,-76.463751
5212,69453,7-ELEVEN #41033,US-69,Woodville,TX,610,3.149,30.7701203955633,-94.44696797902766
5213,69454,SPEEDWAY #6092,"I-65, EXIT 76A & US-31",Taylorsville,IN,375,3.357,39.2958844,-85.9508264
5214,69455,SPEEDWAY #4214,"I-45, EXIT 46 & US-100",Milwaukee,WI,448,3.366,43.0386475,-87.9090751
5215,69458,PEOSTA KWIK STOP,"US-20, EXIT 308",Peosta,IA,335,3.489,42.4469535,-90.8433797
5217,69462,LOVES TRAVEL STOP #619,"I-59, EXIT 29 & SR-26",Poplarville,MS,725,3.176,30.8401495,-89.5342315
5218,69465,MAVERIK COUNTRY STORE #476,US-59,Gillette,WY,790,3.366,44.3019887,-105.5296911
5219,69467,CIRCLE K #2741547,US-181,Floresville,TX,740,2.996,29.1774515,-98.1915327
5220,69468,TOOT N TOTUM #100,US-83,Perryton,TX,585,2.999,36.3910229,-100.8059035
5221,69469,QUIKTRIP #1110,"I-85, EXIT 60 & US-101",Greer,SC,210,3.086,34.9381361,-82.2272119
5222,69471,Circle K #2741501,"I-37, EXIT 3A",Corpus Christi                          ,TX,625,3.104,27.837702,-97.068949
5223,69474,LOVES TRAVEL STOP #577,"I-85, EXIT 22",Shorter,AL,720,3.221,32.40708,-85.95829
5224,69475,GUTHRIE TRAVEL CENTER,I-35 EXT 138C,Guthrie,OK,483,2.966,35.8789231,-97.4252772
5225,69477,LOVES TRAVEL STOP #621,US-36 & SR-110,Bevier,MO,310,3.439,39.7469768,-92.5640769
5227,69483,LOVES TRAVEL STOP #607,"US-63, EXIT 40 & SR-463",Jonesboro,AR,435,3.439,35.8348088,-90.7045297
5228,69484,KWIK TRIP #774,SR-13,Adams,WI,395,3.274,43.9559368,-89.8175453
5229,69485,7-ELEVEN #41036,US-96,San Augustine,TX,618,3.159,31.5299029,-94.1060282
5230,69486,DUCK THRU FOOD STORE #42,SR-186 & SR-305,Seaboard,NC,130,3.299,36.4901519,-77.4413634
5231,69487,CIRCLE K #2742034,"I-35, EXIT 176",Schertz,TX,740,2.794,29.5641617,-98.2695702
5232,69489,SPRINT FOODS #728,SR-38,Bennettsville,SC,63,3.399,34.653848,-79.692964
5233,69492,GOOD 2 GO #418,"I-15, EXIT 273 & US-54 & US-91",Mona,UT,835,3.429,39.8160656,-111.85549
5234,69494,TMI FUEL STOP,SR 1,Port Allen                              ,LA,600,3.066,30.45335,-91.2100569
5235,69495,QUIKTRIP #72,US-69 & US-62,Muskogee,OK,560,3.032,35.769347,-95.40221
5236,69496,LOVES TRAVEL STOP #601,"I-70, EXIT 115 & SR-109",Knightstown,IN,375,3.949,39.7956007,-85.5263629
5185,69401,CASEYS #3205,"I-29, EXIT 47 & US-275/SR-92",Council Bluffs,IA,319,3.599,,
5240,69499,HANKS TRUCK STOP,US-39 & US-30,Hanna,IN,457,3.499,41.4119862,-86.7800207
5241,69500,ROAD RANGER #271,"I-20, EXIT 108",Odessa,TX,710,3.516,31.875956,-102.360258
5260,69531,Kwik Star#223,"I-35, EXIT 194 & US-18/SR-122",Clear Lake,IA,433,3.079,,
5243,69504,KWIK TRIP #245,SR-42,Plainview,MN,515,3.624,44.1647423,-92.1717609
5244,69505,KWIK TRIP #282,"I-43, EXIT 43 & SR-83",Mukwonago,WI,444,3.337,42.8666803,-88.3334274
5245,69506,KWIK TRIP #290,"I-94/US-41, EXIT 321",Oak Creek,WI,444,3.719,42.879225,-87.914669
5246,69508,KWIK TRIP #777,SR-49 & CR-F,Berlin,WI,582,3.426,43.9684264,-88.9466233
5248,69512,LOVES TRAVEL STOP #589,"I-27/US-87, EXIT 8 & FM-2641",Lubbock,TX,700,3.332,33.6363816,-101.766428
5249,69513,KWIK TRIP #885,WI-29 EXIT 132,Abbotsford,WI,395,3.452,44.9471087,-90.3194786
5250,69514,Flying J #1033,"I-20, EXIT 138 & SR-158",Midland,TX,710,3.566,31.9973662,-102.077948
5251,69520,SPEEDWAY #2908,SR-51,Perryopolis,PA,165,3.916,40.0871147,-79.7507138
5252,69521,CASEYS #3319,"US-30, EXIT 158",Nevada,IA,320,2.989,42.0227653,-93.4524342
5253,69522,FUEL EXPRESSO 17,"I-35 & EXIT 187, SR-68",Ottawa                                  ,KS,400,3.172,38.604747,-95.267765
5254,69524,CONCORD XTRAMART,"I-93, EXIT 17 & US-4",Concord,NH,178,3.659,43.207178,-71.537476
5255,69525,DILLEY TRUCK STOP,"I-35 & EXIT 85, FM 117",Dilley,TX,740,3.066,28.6695971,-99.1672017
5256,69526,STRIPES 7FLEET #42469,"I-20, US-80 EXIT 15A",Santo,TX,575,2.917,32.6037293,-98.2141084
5257,69527,Exxon,"I-96, EXIT 129",Fowlerville,MI,406,3.749,42.495566,-71.34876
5258,69528,KWIK STAR #283,"I-380/US-218/SR-27, EXIT 13",Cedar Rapids,IA,380,3.532,41.9758872,-91.6704053
5261,69532,JACKSONS FOOD STORE #147,"I-84, EXIT 27/US-20 & SR-19",Caldwell                                ,ID,785,3.579,,
5296,69575,LOVES TRAVEL STOP #537,"I-68, EXIT 46 & US-220/SR-144",Cumberland,MD,14,4.249,,
5262,69534,CAIRO TRAVEL CENTER,US-84/SR-38,Cairo                                   ,GA,20,3.424,30.9015685,-84.2203923
5263,69536,7-ELEVEN #40802,US-87,Nixon,TX,740,3.079,29.2696579,-97.7625132
5264,69541,PILOT #1027,US-385 & CR-E,Vega                                    ,TX,585,3.306,35.24603,-102.4252734
5265,69542,PILOT #1030,"I-57, EXIT 353",Alsip,IL,290,3.359,41.6689336,-87.7387003
5270,69545,LOVES TRAVEL STOP #628,"I-35E, EXIT 386 & FM-1134",Italy,TX,630,3.102,32.1840381,-96.8847194
5271,69546,KWIK TRIP #186,"I-35, EXIT 183",Hinckley,MN,334,3.352,46.01111,-92.93194
5272,69547,KWIK TRIP #297,"US-10, WI-441",Menasha,WI,582,3.491,44.2022293,-88.4465361
5273,69549,KWIK TRIP #178,"I-494, EXIT 64B & SR-156",South Saint Paul,MN,451,3.607,44.9482474,-93.0050318
5274,69550,KWIK TRIP #273,"I-35, EXIT 251B & SR-23",Duluth,MN,334,3.499,46.7838287,-92.1052679
5275,69553,SPEEDWAY #2120,US-30,Oswego,IL,293,3.249,41.718831,-88.330654
5279,69558,CIRCLE K #2741070,FM-1560,San Antonio,TX,740,2.914,29.5059929,-98.7264298
5280,69559,CASEYS #3424,"I-35, EXIT 26 & SR-30",Ellendale                               ,MN,433,3.499,43.8728443,-93.3010744
5281,69560,LOVES TRAVEL STOP #614,"I-40, EXIT 149",Albuquerque,NM,580,3.521,35.0841034,-106.650985
5282,69561,SPEEDWAY #7156,"I-40/75, EXIT 374 & SR-131",Knoxville,TN,405,3.266,35.9603948,-83.9210261
5283,69562,SPEEDWAY #8796,"I-496, EXIT 11",Lansing,MI,406,3.699,42.7338254,-84.5546295
5284,69563,SPEEDWAY #9651,"I-75, EXIT 104",Lexington,KY,410,3.149,38.056966,-84.474459
5285,69564,SPEEDWAY #7106,"I-40, EXIT 280 & SR-56",Baxter,TN,460,3.066,36.1537731,-85.643399
5286,69565,PILOT #1021,"I-196, EXIT 49",Holland,MI,406,3.999,42.7876022,-86.1090828
5290,69567,KWIK TRIP #166,"I-35, EXIT 214",Moose Lake,MN,334,3.319,46.43667,-92.74444
5291,69568,KWIK TRIP #295,SR-26 & SR-59,Milton,WI,420,3.399,42.7753567,-88.9390017
5292,69570,CENEX CONVENIENCE,SR-34 & CR-21,Detroit Lakes,MN,341,3.499,46.817181,-95.845325
5293,69572,AC & T GARLAND GROH,I-81 EXIT 7B,Hagerstown,MD,70,3.559,39.6430455,-77.7191081
5294,69573,AC & T Falling Waters,"I-81, EXIT 23",Falling Waters                          ,WV,70,3.849,39.57982,-77.87639
5295,69574,LOVES TRAVEL STOP #622,"I-94, EXIT 45 & CR-B",Menomonie,WI,450,3.579,44.8765289,-91.9278716
5297,69576,PILOT #498,US-69/75 & SR-7,Atoka,OK,253,3.499,34.3348984,-96.1581564
5298,69580,GORES TRAVEL PLAZA,US-270/SR-3,Seiling,OK,483,3.149,36.1574096,-98.9285441
5300,69584,LOVES TRAVEL STOP #648,US-70,Valliant,OK,253,3.099,33.9947433,-95.0608167
5301,69585,LOVES TRAVEL STOP #618,"I-75, EXIT 136 & SR-32",Sadieville,KY,300,3.139,38.3892392,-84.5374424
5302,69586,FLYING J #853,TCH-17,Sault Ste Marie,ON,460,4.454,32.9401903485255,-103.53147778572652
5308,69587,LAMBOS #3,"I-57, EXIT 190A & SR-16",Mattoon,IL,280,3.399,39.4842821,-88.3773279
5309,69588,FUEL CITY,"I-30, EXIT 52B & US-80",Mesquite,TX,630,2.966,32.7666103,-96.599472
5310,69589,LOVES TRAVEL STOP #604,I-35 EXIT 157 & SR-33,Guthrie,OK,483,3.319,35.8789231,-97.4252772
5311,69590,LOVES TRAVEL STOP #654,US-81,Union City,OK,483,3.376,35.449723,-97.936903
5312,69591,REBEL PLUS #841,"I-75, EXIT 116 & CR-865",Bonita Springs,FL,225,3.539,26.339806,-81.7786972
5313,69592,SPEEDWAY #6131,"I-465, EXIT 49",Indianapolis,IN,375,3.799,39.7683331,-86.1583502
5314,69594,SPEEDWAY #8480,US-30 & CR-36,Plainfield,IL,293,3.279,41.6086711,-88.2054345
5316,69595,SPEEDWAY #7176,US-31/SR-6,Columbia,TN,460,3.359,35.688452,-86.993242
5317,69596,SPEEDWAY #4250,SR-72,Des Plaines,IL,293,3.289,42.0415823,-87.8873916
5319,69597,SPEEDWAY #2918,US-119,Uniontown,PA,165,3.916,39.9093717,-79.736895
5320,69598,SPEEDWAY #8133,SR-237,Berea,OH,305,3.499,41.388584,-81.853022
5322,69601,LOVES TRAVEL STOP #638,US-54,Texhoma,OK,585,3.509,36.5049779,-101.785748
5323,69605,CASEYS #3305,SR-23 & SR-47,Ogilvie,MN,333,3.371,45.8321825,-93.4263416
5242,69501,VALLEY COUNTRY STORE,"I-84, EXIT 16B & SR-79",Jerome,ID,787,3.432,,
5327,69612,ROAD RANGER #272,"I-35, EXIT 39 & SR-44",Encinal,TX,693,3.539,28.0406329,-99.3552096
5328,69614,RUTTERS #36,US-15 & SR-234,York Springs,PA,70,4.299,40.0089827,-77.1155359
5330,69616,FLYING J #552,"I-71, EXIT 32 & SR-350",Lebanon,OH,407,3.399,39.4353373,-84.2029922
5331,69618,LOVES TRAVEL STOP #656,US-50/400,Holcomb,KS,525,3.729,37.9859154,-100.9887562
5332,69621,Circle K #2741096,"I-10/US-90, EXIT 591 & FM-1518",Converse                                ,TX,740,2.936,29.5180081,-98.3161241
5333,69625,RUTTERS #34,US-30 & SR-23,Leola,PA,70,4.199,40.087875,-76.1849534
5334,69626,CASEYS #2860,US-160 & FM-6070,West Plains,MO,535,3.419,36.7281652,-91.8525756
5335,69627,STRIPES #40601,US-83 & FM-2360,Rio Grande City,TX,639,2.996,26.3827771,-98.8205251
5336,69629,SWANTON MOBIL,"I-89, EXIT 21 & SR-78",Swanton,VT,39,3.539,46.92376,-118.567632
5337,69630,MANSFIELD TRAVEL PLAZA,SR-175 & SR-509,Mansfield,LA,745,3.019,47.487896,-122.32729
5339,69633,ONE9 EXPRESS FUEL,"I-10, EXIT 42 & FM-1110",Clint,TX,640,2.802,31.5900742,-106.227871
5340,69634,FLYING J #863,HWY 1 & HWY 46,Balgonie,SK,550,4.509,45.0147959,-92.9846655
5346,69636,PETRO WILMINGTON,"I-55, EXIT 240",Wilmington,IL,290,3.399,41.3078989,-88.1468343
5350,69637,PILOT #1041,SR-64 & CR-23,Carol Stream,IL,290,3.759,41.9125286,-88.1347927
5354,69643,Tex-Best #524,SR-44 E,Alice,TX,625,2.899,27.7522487,-98.0697249
5355,69646,Arco One9,"I-10, EXIT 19",Quartzsite,AZ,930,3.379,33.6669903,-114.21681
5357,69647,SPEEDWAY #6207,SR-25,Batavia,IL,293,3.699,41.84808,-88.33007
5359,69648,BP-GIANT OIL #440,"I-71, EXIT 204 & SR-83",Burbank,OH,249,3.232,40.988667,-81.9948684
5361,69651,LOVES TRAVEL STOP #074,SR-19 & SR-76,Lindsay,OK,483,3.091,34.8347959,-97.6025319
5362,69652,LOVES TRAVEL STOP #633,US-30,Plymouth,IN,365,3.849,41.3614566,-86.3252565
5363,69653,LOVES TRAVEL STOP #644,"I-70, EXIT 437 & US-385",Burlington,CO,800,3.889,39.3046827,-102.2680065
5364,69654,LOVES TRAVEL STOP #636,US-169,Nowata,OK,500,3.399,36.700878,-95.638096
5365,69657,JIFFY MART,US-7 & SR-22A,Ferrisburgh,VT,39,3.599,44.2057119,-73.2462973
5366,69658,Missouri Travel,"I-29, EXIT 75 & US-30",Missouri Valley,IA,319,3.424,41.5564975,-95.8879438
5368,69662,STRIPES 7FLEET #42472,US-377,Brownwood,TX,575,2.962,31.686811,-98.9998752
5369,69663,STRIPES #2484,SR-480 & FM-1021,Eagle Pass,TX,740,3.199,28.709211,-100.4992936
5370,69664,7-ELEVEN #40544,US-281,Lampasas,TX,765,2.916,31.0434556,-98.1803357
5371,69666,7-ELEVEN #40587,SR-21 & FM-150,Maxwell,TX,595,3.152,29.881897,-97.7956423
5373,69669,LOVES TRAVEL STOP #623,"I-20/SR-349, EXIT 131",Midland,TX,710,3.556,31.9973662,-102.077948
5374,69670,LOVES TRAVEL STOP #611,"I-90, EXIT B3 & SR-22",Canaan,NY,12,3.989,42.4118426,-73.4496088
5376,69671,LOVES TRAVEL STOP #655,US-83 & SR-96,Scott City,KS,525,3.637,38.4655795,-100.9067746
5377,69672,STRIPES 7FLEET #42507,US-285,Pecos,TX,710,3.379,31.4000925,-103.4822143
5378,69673,QUIKTRIP #1863,"SEC HWY 114, I-35",Roanoke,TX,630,2.976,33.024612,-97.256835
5379,69674,WEIGLES #64,"I-75, EXIT 122 & SR-61",Clinton,TN,405,2.996,36.1034126,-84.1318632
5380,69676,SPEEDWAY #8495,"US-19/SR-400, EXIT 12",Alpharetta,GA,18,3.349,34.06179,-84.272531
5381,69679,LOVES TRAVEL STOP #627,US-27 & SR-54,Davenport,FL,140,3.552,28.1614046,-81.6017417
5382,69680,PILOT #1042,I-55 EXIT 283,Bridgeview,IL,290,3.799,41.7500323,-87.8042216
5384,69681,PILOT #1549,"I-20, EXIT168 & SR-77",Lincoln,AL,615,3.199,33.6131588,-86.1183061
5387,69683,GOOD TO GO #88,"I-55, EXIT 283",Chicago,IL,291,3.619,41.8513183,-87.620426
5388,69684,KWIK TRIP #140,"SR-29, EXIT 177",Schofield,WI,395,3.424,44.9096907,-89.6045659
5389,69686,CASEYS #3472,SR-125 & SR-78,Virginia,IL,368,3.759,39.9511595,-90.2123427
5392,69687,CASEYS #3470,US-421 & SR-16,Monon,IN,375,3.779,40.8371043,-86.8770548
5393,69688,CASEYS #3431,US-150 & SR-54,Farmer City,IL,368,3.339,40.2525014,-88.6441903
5394,69693,MAVERIK COUNTRY STORE #527,"US-89, EXIT 405",Ogden,UT,835,3.439,41.26745,-111.969018
5396,69695,MAVERIK COUNTRY STORE #488,"I-15/US-89, EXIT 288",Draper,UT,835,3.446,40.5247777,-111.8627989
5397,69696,MAVERIK COUNTRY STORE #531,"I-80/15, EXIT 305D",Logan,UT,835,3.431,41.7313063,-111.834914
5398,69698,KUM & GO #0891,I-44 (EASTBOUND),Vinita,OK,560,3.059,36.6408372,-95.156363
5399,69699,CIRCLE K #2741552,"SR-969, SR-130, EXIT 444",Austin                                  ,TX,595,2.932,30.2711286,-97.7436995
5400,69701,PUMP & PANTRY #48,US-30 & SR-25,Fremont,NE,486,3.319,41.4338363,-96.4960449
5401,69702,SPEEDWAY #7159,"I-40/SR-66, EXIT 412",Dandridge,TN,405,3.259,36.0153693,-83.4148895
5402,69703,CIRCLE K #2741831,"I-35, EXIT 8B & SR-20",Laredo,TX,693,2.902,27.5079211,-99.5069834
5403,69707,SUPER S TRAVEL PLAZA,"I-49, EXIT 241",Ida,LA,745,3.059,33.0028525,-93.8929997
5404,69708,TA Express #289,US-59,Nacogdoches,TX,618,3.139,31.5576407,-94.6828065
5405,69709,LOVES TRAVEL STOP #626,US-287,Dumas,TX,585,3.416,35.8061623,-101.9616858
5406,69710,LOVES TRAVEL STOP #625,"I-80, EXIT 59 & SR-17J",Sidney,NE,475,3.472,41.1448682,-102.9767382
